freq,unit,category,sex,geo\TIME_PERIOD	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,THS_PER,HRSTU,T,EE	: 	: 	: 	21.3 	10.2 b	11.7 	10.2 b	16.1 	10.0 u	10.4 	13.8 	9.5 b	7.7 	5.5 	6.9 	15.3 	22.7 	20.1 b	15.6 	14.8 	12.3 b	10.1 	10.1 	8.6 	9.5 	7.8 	13.2 	10.0 b	11.0 	11.1 	14.8 
A,THS_PER,HRSTU,T,EL	42.2 	46.2 	50.2 	49.8 	62.0 b	75.9 	70.7 	70.0 b	68.9 	68.6 	90.0 b	91.0 b	89.6 	89.4 	82.4 	98.0 b	134.4 	198.2 b	260.9 	300.7 	296.3 b	302.3 	282.5 	264.1 	232.4 	198.7 	199.6 	190.4 b	158.6 	141.7 	128.5 
A,THS_PER,HRSTU,T,ES	559.6 b	587.6 	630.1 	634.3 	633.1 b	564.6 	519.0 	389.7 b	473.5 	469.2 	506.7 	450.2 b	414.9 b	379.0 	466.6 	729.4 	872.5 	1006.8 b	1228.8 	1343.9 	1260.3 b	1136.5 	1020.3 	884.5 	811.4 	816.5 	994.5 	932.2 bd	790.0 d	781.8 d	749.1 d
A,THS_PER,HRSTU,T,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2059.1 	2278.3 	2501.5 	2572.2 b	2368.8 	2118.4 	2087.6 	2783.4 	3105.9 	3271.8 b	3800.1 	4207.4 	4192.0 b	3965.6 	3645.1 	3298.8 	3103.7 	3017.6 	3476.9 	3430.9 b	2954.0 	3032.3 	3180.5 
A,THS_PER,HRSTU,T,FI	: 	38.7 	35.1 	31.3 	46.4 b	38.7 	43.6 b	35.9 	33.8 	35.1 	42.5 	38.8 b	33.1 	33.8 b	31.0 b	39.1 	43.8 	40.2 b	39.9 	46.3 	54.9 b	66.1 	65.1 	59.6 	49.2 	47.8 	54.3 	52.9 b	46.0 	46.6 	53.6 
A,THS_PER,HRSTU,T,FR	354.4 	376.7 	362.2 	386.8 	413.1 b	406.8 	343.4 	316.7 	375.0 	413.5 b	463.8 	451.7 b	440.3 b	422.4 	359.1 	464.4 	467.0 	472.6 b	519.1 	601.3 b	672.4 b	690.6 	636.4 	592.4 	643.2 	624.0 	658.7 	701.7 bd	643.2 d	691.9 d	723.3 d
A,THS_PER,HRSTU,T,HR	: 	: 	: 	: 	: 	: 	: 	: 	28.8 	23.4 b	25.7 	19.8 bu	19.3 bu	22.3 	17.5 	23.0 	33.4 b	34.9 b	42.5 b	48.3 	44.6 b	43.8 	35.9 	34.2 	29.5 	25.0 	25.4 	23.5 b	25.3 	19.9 	19.6 
A,THS_PER,HRSTU,T,HU	: 	: 	: 	9.4 	13.0 b	8.3 	9.3 	8.1 b	11.8 	10.1 	18.1 	22.8 b	22.8 	24.3 	24.9 	36.1 	43.5 	43.0 b	47.3 	42.1 	35.4 b	28.1 	20.9 	18.9 	17.7 b	19.3 	24.2 	26.2 b	21.7 	24.5 	28.9 
A,THS_PER,HRSTU,T,IE	20.2 	17.1 	19.1 	16.9 	: 	8.3 	7.2 	7.5 	11.2 	14.7 	13.7 	15.4 b	18.3 	22.1 b	31.7 	63.6 	72.0 	73.7 b	73.6 	72.1 	68.0 b	57.8 	52.6 	44.3 b	42.8 	36.8 	50.0 	56.7 b	43.6 	42.7 	48.8 
A,THS_PER,HRSTU,T,IS	: 	: 	: 	: 	: 	: u	: u	: u	: u	: bu	: u	0.6 b	: u	: u	0.8 	2.0 	1.8 	2.4 b	1.6 	2.0 	2.2 b	1.7 	1.2 	1.2 	1.5 	1.9 	3.0 b	3.3 b	2.1 	2.1 	2.2 
A,THS_PER,HRSTU,T,IT	124.3 	155.4 	153.0 	166.3 	175.6 b	187.4 	162.6 	157.3 	165.4 	172.3 	163.6 b	213.1 b	189.4 	168.1 	186.9 	223.9 	238.3 	228.0 b	300.7 	341.3 	385.1 b	361.1 	350.9 	351.1 	332.7 b	326.8 	305.1 	291.8 b	239.1 	238.7 	217.2 
A,THS_PER,HRSTU,T,LT	: 	: 	: 	: 	59.9 b	64.8 	66.5 b	30.0 	26.0 b	26.9 	28.5 	18.3 bu	12.0 u	9.9 u	14.8 u	30.9 	41.2 	33.3 b	30.4 	28.3 	24.5 b	22.3 	18.0 	18.0 	17.8 	19.3 	27.7 	28.1 b	25.9 	28.3 	32.1 
A,THS_PER,HRSTU,T,LU	1.1 u	: u	: u	: u	: 	: u	: u	0.6 u	0.7 u	1.4 b	2.1 	2.1 b	1.7 	2.0 b	1.6 	3.6 b	3.2 	3.4 b	3.7 	4.2 	4.9 b	5.4 b	4.5 	3.9 	5.7 	5.4 	7.1 	6.7 b	6.3 	7.1 	9.4 
A,THS_PER,HRSTU,T,LV	: 	: 	: 	: 	14.3 b	13.2 	15.2 	: u	14.4 b	14.1 u	9.7 u	11.4 b	10.2 	9.7 	12.0 	22.9 	31.5 	21.5 b	20.6 	19.8 	17.7 b	16.4 	14.8 	13.5 	12.9 	13.2 	19.2 	17.6 b	16.1 	12.7 	15.7 
A,THS_PER,HRSTU,T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.8 b	7.0 	6.8 	7.4 b	7.7 	9.5 	8.5 	8.0 	9.4 	10.6 	: 	: 	: 	: 
A,THS_PER,HRSTU,T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.8 	30.2 	30.3 	34.3 	38.1 	44.7 b	45.4 	45.8 	44.5 b	45.6 	45.6 	44.6 	41.7 	34.3 	35.9 	23.5 b	22.1 	19.6 	16.9 
A,THS_PER,HRSTU,T,MT	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: bu	0.7 bu	0.7 u	0.7 u	0.4 u	0.8 	0.6 u	0.7 bu	0.9 	1.1 	1.3 b	1.1 	1.0 	1.3 	1.7 	2.6 	3.2 	1.6 b	2.8 	2.7 	2.7 
A,THS_PER,HRSTU,T,NL	: 	: 	74.0 	67.7 	37.0 b	31.7 	33.2 	31.2 	35.5 	53.5 	69.6 	83.5 b	69.3 b	59.4 	55.4 	73.4 	84.7 	86.5 b	97.0 	122.2 b	121.1 b	118.6 	109.4 	93.7 	83.0 	80.7 b	97.0 	114.3 b	110.9 	113.3 	117.5 
A,THS_PER,HRSTU,T,NO	: 	: 	20.0 	19.0 	16.9 b	15.0 	18.3 	18.7 	20.7 	22.3 b	24.3 	20.1 b	15.4 b	13.1 	11.6 	14.5 	17.1 	16.0 b	17.7 	19.9 	24.7 b	30.5 	35.8 	28.4 	28.1 	26.9 	35.5 	34.8 b	25.4 	30.0 	38.9 
A,THS_PER,HRSTU,T,PL	: 	: 	: 	81.9 	43.9 b	66.0 	116.4 b	123.8 b	151.0 	185.4 b	208.0 b	230.7 b	204.7 	167.9 	147.1 	185.9 	220.7 b	239.7 b	273.0 	290.8 	252.2 b	219.3 	183.9 	141.9 	119.7 	124.6 b	127.0 	117.4 b	88.5 	95.3 	102.5 
A,THS_PER,HRSTU,T,PT	15.5 	22.8 	24.5 	16.3 	12.1 b	16.0 	13.2 	13.1 	21.0 	31.5 	31.0 b	44.9 b	47.0 	57.6 	55.8 	54.0 	61.7 	88.3 b	122.1 	136.0 	118.8 b	114.5 	109.0 	84.6 	73.7 	76.6 	88.2 	87.9 b	75.5 	77.7 	84.8 
A,THS_PER,HRSTU,T,RO	: 	: 	: 	34.1 	26.1 b	26.2 	35.5 	40.9 	42.9 b	33.8 b	35.5 	46.2 b	49.3 	39.0 	38.6 	64.8 	69.6 b	73.4 b	82.1 	89.2 	98.3 b	74.0 	56.0 	44.1 	38.9 	29.3 	41.6 	38.5 b	32.1 	28.1 	35.4 
A,THS_PER,HRSTU,T,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.1 	91.9 b	102.0 	114.6 	110.1 b	115.8 	108.7 	98.9 	90.2 	69.6 	65.6 	73.0 b	53.2 	62.2 	61.9 
A,THS_PER,HRSTU,T,SE	: 	46.4 	50.6 	50.5 	53.6 b	48.6 	38.1 	25.7 b	30.8 	42.2 	49.6 	58.6 b	61.8 b	52.4 	52.4 	69.9 	75.6 	70.4 b	74.8 	79.1 	83.4 b	84.5 	83.9 	87.1 	82.7 b	85.7 	111.4 	106.9 b	86.7 	103.4 	128.9 
A,THS_PER,HRSTU,T,SI	: 	: 	3.7 u	4.2 u	3.9 bu	4.6 u	3.5 u	3.1 u	3.6 u	6.7 u	5.5 u	6.7 b	7.4 	7.8 	8.3 	8.2 	11.3 	13.7 b	17.8 	18.7 	19.5 b	18.9 	20.7 	18.7 	13.0 	11.1 	12.6 	14.6 b	11.5 	7.9 b	7.8 
A,THS_PER,HRSTU,T,SK	: 	: 	: 	: 	8.6 b	10.8 b	14.3 	15.0 b	11.5 	13.9 b	20.3 	19.5 b	13.4 	16.4 	14.9 	18.8 	28.7 	30.6 b	36.6 	40.4 	36.5 b	36.1 	35.2 	27.1 	21.2 	18.2 	26.0 	23.7 b	20.3 	16.9 	17.0 
A,THS_PER,HRSTU,T,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	238.4 	267.4 	316.4 	402.7 	391.6 	414.4 b	440.7 b	492.6 	596.1 b	678.1 	814.3 	910.1 	933.3 	1110.1 	1071.1 	1132.7 b	1095.7 	997.7 	973.1 
A,THS_PER,HRSTU,T,UK	281.0 	279.2 	276.0 	233.4 	: 	211.4 b	183.9 	170.6 b	206.7 	207.3 	204.7 b	230.2 b	258.8 	248.8 b	283.0 b	419.7 	454.7 b	502.0 b	524.4 	498.5 	414.1 b	398.1 	409.6 	392.3 	363.4 	374.0 	: 	: 	: 	: 	: 
A,THS_PER,NON_HRSTU,F,AT	: 	78.5 	82.8 	82.7 	90.3 b	76.7 	72.4 	64.7 	73.0 	69.3 	93.3 b	95.9 b	92.6 b	90.1 b	77.9 	88.0 	80.9 	79.7 b	85.6 	90.6 	83.1 b	84.5 	92.5 	82.4 	74.1 	66.7 	81.8 	98.5 b	73.0 	75.5 	73.1 
A,THS_PER,NON_HRSTU,F,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.1 b	84.6 	71.8 	75.6 
A,THS_PER,NON_HRSTU,F,BE	183.9 	185.3 	185.5 	174.7 	180.7 b	160.8 b	135.5 	102.9 b	119.6 	125.5 	133.3 	156.8 b	150.3 	144.6 	130.4 b	132.8 	143.5 	121.1 b	124.9 	131.9 	130.6 b	131.5 	124.4 	106.9 b	90.3 	79.9 	84.3 	94.1 b	88.9 	85.5 	89.6 
A,THS_PER,NON_HRSTU,F,BG	: 	: 	: 	: 	: 	: 	225.8 	263.1 b	239.4 	171.5 b	154.2 	131.7 b	129.1 b	107.1 	82.8 b	92.1 	128.5 b	131.3 b	140.0 	150.7 	134.7 b	107.4 	85.9 	75.5 	58.3 	45.2 b	53.7 	58.5 b	48.6 	48.9 	45.8 b
A,THS_PER,NON_HRSTU,F,CH	: 	: 	65.8 	53.4 	59.2 b	53.5 	48.6 	53.8 	49.5 	73.0 	77.2 	81.7 b	78.1 	74.8 	67.6 	74.1 	85.2 b	77.5 b	77.7 	79.3 	83.2 b	80.6 	84.7 	75.7 	79.2 	71.6 	75.5 	83.1 b	68.0 	62.7 	65.9 
A,THS_PER,NON_HRSTU,F,CY	: 	: 	: 	: 	: 	: 	8.3 	6.3 	4.5 	4.5 	6.4 	7.3 b	5.6 	5.0 	5.0 	6.1 b	7.2 	8.5 b	11.8 	17.1 	16.9 b	16.3 	14.7 	11.7 	9.5 	8.4 	8.6 	8.6 b	8.1 	6.8 	6.2 
A,THS_PER,NON_HRSTU,F,CZ	: 	: 	: 	: 	166.4 b	223.8 	231.8 	209.7 	188.9 	212.9 b	213.0 	215.5 b	194.0 	147.6 	120.9 	168.1 	180.9 b	165.5 b	172.3 	175.9 	153.5 b	126.5 	96.9 	74.3 	58.3 	50.0 	59.5 	71.3 b	58.2 	58.3 	61.6 
A,THS_PER,NON_HRSTU,F,DE	1390.1 	1344.4 	1368.7 b	1506.1 	: 	1343.8 	1182.7 	1140.4 	1243.0 	1381.3 	1498.6 	1767.2 b	1698.5 b	1482.0 	1279.9 	1220.7 	1072.9 b	920.7 b	847.8 b	806.1 	771.8 b	701.0 	627.8 	557.9 	476.8 	447.3 	534.8 b	478.4 b	446.2 	427.2 	450.7 
A,THS_PER,NON_HRSTU,F,DK	98.0 	91.9 	92.1 	71.5 	71.8 b	64.8 	56.3 	50.5 	42.5 	53.4 b	56.5 	52.8 b	43.2 	42.0 b	43.6 b	59.5 	67.7 	72.7 b	72.8 	73.3 	67.3 b	58.8 	58.0 b	52.8 b	43.8 	45.7 	53.3 	48.0 b	41.7 	52.2 b	62.8 
A,THS_PER,NON_HRSTU,F,EA21	: 	: 	: 	: 	: 	: 	: 	: 	5765.5 	5836.6 	5954.1 	5954.6 b	5655.0 	5123.1 	5030.7 	5867.7 	6183.9 	6199.8 b	6846.7 	7123.9 	6993.2 b	6494.3 	6123.3 	5584.8 	5003.2 	4596.7 	4550.2 	4614.1 b	4183.1 	4024.0 	3804.0 
A,THS_PER,NON_HRSTU,F,EE	: 	: 	: 	19.7 	21.2 b	24.8 	33.7 b	34.5 	22.0 	26.8 	19.9 	17.7 b	14.5 	9.4 	13.4 	25.9 	35.8 	26.1 b	20.8 	17.9 	14.8 b	14.1 	14.5 	12.8 	12.3 	11.8 	14.8 	13.4 b	11.8 	17.3 	18.1 
A,THS_PER,NON_HRSTU,F,EL	186.8 	191.1 	225.3 	216.0 	251.9 b	281.8 	265.4 	250.0 b	243.2 	234.5 	258.5 b	248.8 b	221.5 	205.0 	185.1 	217.0 b	262.4 	332.7 b	441.6 	482.8 	468.3 b	437.3 	421.4 	385.0 	355.4 	317.5 	279.1 	267.3 b	245.0 	210.2 	192.0 
A,THS_PER,NON_HRSTU,F,ES	1557.2 b	1509.4 	1465.9 	1421.9 	1334.7 b	1166.3 	1103.5 	800.7 b	900.1 	961.1 	937.1 	785.5 b	784.9 b	791.6 	1001.8 	1457.7 	1621.2 	1749.1 b	1990.1 	2089.0 	1977.5 b	1822.4 	1659.9 	1476.1 	1323.0 	1236.1 	1268.8 	1291.3 bd	1167.0 d	1098.9 d	1013.2 d
A,THS_PER,NON_HRSTU,F,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	8062.2 	8006.4 	8089.6 	8084.2 b	7430.9 	6468.8 	6161.8 	7196.8 	7629.9 	7647.7 b	8301.4 	8584.8 	8283.8 b	7601.4 	7026.9 	6349.6 	5642.3 	5206.4 	5230.5 	5342.1 b	4854.2 	4711.0 	4516.8 
A,THS_PER,NON_HRSTU,F,FI	: 	170.7 	165.3 	163.6 	133.1 b	131.7 	125.8 b	116.9 	112.5 	109.7 	109.7 	85.8 b	83.1 	73.1 b	67.9 b	76.2 	74.7 	70.2 b	71.4 	73.3 	75.4 b	79.9 	75.2 	75.1 	68.0 	56.4 	66.4 	65.8 b	63.2 	64.4 	75.2 
A,THS_PER,NON_HRSTU,F,FR	1436.8 	1392.0 	1453.4 	1441.6 	1399.7 b	1395.0 	1250.7 	1070.4 	988.5 	923.0 b	996.8 	946.2 b	951.9 b	837.4 	784.0 	931.5 	971.9 	972.0 b	998.2 	1027.8 b	1056.5 b	1044.5 	1051.5 	1002.9 	951.2 	875.5 	777.1 	772.2 bd	721.4 d	720.7 d	719.9 d
A,THS_PER,NON_HRSTU,F,HR	: 	: 	: 	: 	: 	: 	: 	: 	125.5 	112.1 b	114.1 	102.8 b	92.1 b	84.7 	79.7 	80.8 	88.2 b	95.5 b	110.2 b	111.5 	131.6 b	122.2 	92.2 	78.1 	56.8 	39.4 	42.4 	49.0 b	48.2 	40.2 	31.2 
A,THS_PER,NON_HRSTU,F,HU	: 	: 	: 	129.3 	138.5 b	109.3 	101.1 	85.1 b	86.3 	96.7 	98.4 	129.5 b	141.5 	133.9 	137.4 	165.2 	185.4 	190.5 b	183.8 	176.6 	140.5 b	129.5 	95.5 	84.7 	71.0 b	62.2 	77.1 	78.5 b	65.9 	81.2 	87.0 
A,THS_PER,NON_HRSTU,F,IE	67.3 	56.8 	57.0 	51.5 	: 	33.0 	25.9 	21.7 	23.5 	24.0 	23.3 	25.7 b	27.2 	35.2 b	38.9 	61.4 	74.7 	83.7 b	86.5 	83.3 	71.4 b	57.9 	50.2 	42.1 b	38.8 	32.6 	35.0 	42.8 b	33.4 	30.7 	30.9 
A,THS_PER,NON_HRSTU,F,IS	: 	: 	: 	: 	: 	1.9 	1.9 	1.6 	1.8 	2.9 b	1.9 	1.4 b	1.7 	1.6 	1.7 	3.8 	4.9 	4.0 b	4.1 	3.1 	2.7 b	2.5 	2.1 	1.9 	1.6 	1.9 	3.5 b	4.2 b	2.2 	2.5 	2.3 
A,THS_PER,NON_HRSTU,F,IT	1195.9 	1246.2 	1290.4 	1310.7 	1322.3 b	1318.2 	1217.4 	1101.8 	1076.0 	1027.4 	897.9 b	848.4 b	745.1 	663.0 	737.4 	784.8 	820.4 	828.8 b	1068.0 	1176.2 	1251.9 b	1131.8 	1168.6 	1140.3 	1066.4 b	1005.1 	887.1 	948.4 b	850.4 	807.3 	665.6 
A,THS_PER,NON_HRSTU,F,LT	: 	: 	: 	: 	66.0 b	61.2 	80.6 b	101.4 	85.6 b	96.3 	70.1 	55.0 b	35.2 	26.3 	33.1 	67.2 	88.8 	79.4 b	68.8 	59.0 	53.4 b	46.1 	39.1 	31.4 	29.5 	30.2 	40.8 	33.1 b	27.5 	32.9 	32.4 
A,THS_PER,NON_HRSTU,F,LU	2.3 	2.3 	2.7 	2.2 	: 	2.0 	2.0 	1.4 u	2.5 	3.1 b	4.8 	3.9 b	4.6 	3.3 b	4.6 	4.0 b	3.3 	4.5 b	4.5 	5.1 	4.3 b	5.7 b	5.1 	3.8 	4.8 	4.5 	5.9 	4.3 b	3.9 	5.4 	5.2 
A,THS_PER,NON_HRSTU,F,LV	: 	: 	: 	: 	67.2 b	65.4 	61.9 	59.7 	60.6 b	55.9 	60.1 	45.8 b	29.7 	24.6 	31.7 	64.0 	68.2 	58.7 b	60.3 	43.6 	36.7 b	31.2 	32.5 	29.0 	24.2 	19.0 	24.0 	20.1 b	16.8 	17.5 	17.6 
A,THS_PER,NON_HRSTU,F,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.4 b	19.2 	17.8 	17.7 b	16.8 	15.9 	15.6 	14.4 	15.6 	16.0 	: 	: 	: 	: 
A,THS_PER,NON_HRSTU,F,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	114.5 	110.7 	106.0 	97.4 	96.1 	88.0 b	85.4 	83.3 	82.7 b	68.3 	57.4 	53.6 	49.3 	53.0 	40.5 	34.2 b	30.0 	28.5 	25.3 
A,THS_PER,NON_HRSTU,F,MT	: 	: 	: 	: 	: 	: 	2.9 u	3.8 	3.9 	4.7 	3.8 b	3.8 b	3.9 	4.0 	3.7 	4.0 	4.0 	4.1 b	4.5 	4.0 	3.3 b	3.6 	3.8 	3.3 	2.8 	3.4 	4.2 	3.0 b	2.3 	2.7 	2.8 
A,THS_PER,NON_HRSTU,F,NL	: 	: 	215.2 	193.9 	169.6 b	147.4 	101.6 	72.2 	86.0 	119.5 	158.8 	210.5 b	191.5 b	166.7 	143.7 	156.3 	176.1 	170.9 b	202.0 	234.8 b	251.3 b	236.8 	210.5 	172.0 	125.0 	103.9 b	120.0 	145.5 b	118.7 	115.2 	120.6 
A,THS_PER,NON_HRSTU,F,NO	: 	: 	41.4 	40.8 	32.1 b	25.8 	25.6 	28.4 	32.7 	33.5 b	32.6 	37.2 b	31.1 b	21.9 	21.6 	22.0 	25.2 	26.7 b	24.0 	28.3 	27.2 b	36.4 	34.4 	34.5 	32.7 	31.5 	37.0 	37.8 b	27.6 	32.1 	33.6 
A,THS_PER,NON_HRSTU,F,PL	: 	: 	: 	956.7 	895.3 b	990.4 	1399.5 b	1535.7 b	1547.5 	1441.4 b	1395.5 b	1348.2 b	1018.3 	680.4 	519.3 	563.3 	636.1 b	649.6 b	676.8 	680.7 	588.9 b	465.6 	367.4 	292.3 	229.4 	201.2 b	179.2 	198.2 b	185.2 	179.4 	189.6 
A,THS_PER,NON_HRSTU,F,PT	157.7 	154.8 	168.3 	155.8 	122.0 b	109.5 	103.9 	110.7 	113.8 	160.5 	161.1 b	192.2 b	198.0 	207.5 	189.4 	231.8 	272.2 	289.2 b	325.8 	329.2 	281.4 b	248.9 	213.6 	187.5 	143.7 	134.6 	130.4 	128.2 b	124.0 	137.5 	135.0 
A,THS_PER,NON_HRSTU,F,RO	: 	: 	: 	309.0 	285.5 b	292.9 	337.0 	305.5 	350.7 b	278.6 b	265.1 	259.5 b	248.9 	222.2 	186.1 	223.9 	217.6 b	222.6 b	202.3 	205.5 	194.5 b	189.3 	162.2 	139.4 	116.2 	115.0 	155.3 	153.5 b	162.8 	163.0 	157.4 
A,THS_PER,NON_HRSTU,F,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	218.8 	245.5 b	253.2 	241.2 	215.2 b	187.9 	164.5 	146.5 	140.9 	118.6 	95.5 	122.6 b	107.7 	102.3 	91.2 
A,THS_PER,NON_HRSTU,F,SE	: 	145.3 	157.1 	176.4 	136.2 b	121.6 	87.1 	75.6 b	80.7 	86.8 	106.9 	123.9 b	129.9 b	119.7 	123.8 	149.2 	158.3 	147.1 b	146.6 	148.8 	145.8 b	137.4 	123.6 	121.3 	120.4 b	135.6 	155.9 	178.5 b	157.3 	152.8 	154.4 
A,THS_PER,NON_HRSTU,F,SI	: 	: 	27.0 	28.6 	32.1 b	30.6 	28.9 	24.4 	25.4 	27.1 	26.2 	29.1 b	29.0 	22.4 	17.9 	22.9 	26.7 	30.3 b	31.6 	38.1 	35.8 b	34.0 	26.9 	23.2 	18.3 	15.9 	19.1 	16.2 b	13.6 	12.7 b	12.9 
A,THS_PER,NON_HRSTU,F,SK	: 	: 	: 	: 	136.8 b	178.0 b	213.7 	216.8 b	217.0 	198.6 b	226.3 	194.5 b	166.6 	140.1 	122.5 	142.6 	162.4 	143.3 b	152.4 	151.9 	142.7 b	137.3 	112.9 	87.9 	74.0 	63.1 	71.9 	75.5 b	71.0 	66.4 	66.1 
A,THS_PER,NON_HRSTU,F,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	416.3 	406.8 	462.9 	645.4 	616.5 	557.9 b	514.7 b	628.8 	700.7 b	763.6 	856.3 	870.6 	908.8 	1131.3 	877.6 	908.5 b	910.7 	891.6 	844.2 
A,THS_PER,NON_HRSTU,F,UK	804.3 	752.6 	694.8 	634.3 	: 	511.9 b	495.6 	414.3 b	440.7 	407.7 	475.2 b	480.6 b	559.2 	572.8 b	591.0 b	747.0 	794.8 b	833.9 b	830.7 	815.4 	670.3 b	578.8 	508.2 	450.9 	438.2 	378.8 	: 	: 	: 	: 	: 
A,THS_PER,NON_HRSTU,M,AT	: 	81.0 	109.6 	104.0 	112.1 b	92.1 	95.5 	78.3 	102.1 	102.5 	106.1 b	105.8 b	98.4 b	90.7 b	80.3 	114.3 	102.1 	92.9 b	103.0 	109.6 	107.5 b	112.2 	124.3 	117.3 	95.8 	89.5 	107.1 	118.1 b	92.7 	105.5 	104.8 
A,THS_PER,NON_HRSTU,M,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	110.9 b	95.8 	82.3 	78.7 
A,THS_PER,NON_HRSTU,M,BE	162.3 	158.7 	158.5 	153.7 	165.7 b	165.7 b	117.5 	118.9 b	131.2 	156.9 	139.2 	161.6 b	157.4 	143.4 	139.7 b	165.6 	177.7 	154.1 b	167.5 	188.4 	196.5 b	195.8 	177.0 	150.4 b	131.4 	121.0 	115.3 	138.3 b	122.9 	131.8 	135.8 
A,THS_PER,NON_HRSTU,M,BG	: 	: 	: 	: 	: 	: 	283.3 	351.9 b	315.4 	233.4 b	206.0 	168.3 b	143.8 b	112.5 	96.8 b	120.2 	183.5 b	200.2 b	218.5 	224.6 	199.0 b	157.4 	127.2 	100.6 	91.4 	68.5 b	78.1 	79.3 b	62.9 	64.4 	63.5 b
A,THS_PER,NON_HRSTU,M,CH	: 	: 	56.7 	71.6 	55.5 b	51.2 	43.2 	32.1 	48.1 	65.1 	70.8 	69.5 b	61.4 	53.4 	52.2 	68.7 	82.4 b	77.5 b	79.9 	84.2 	84.4 b	83.5 	90.0 	83.4 	80.2 	75.9 	86.9 	90.6 b	70.5 	69.8 	74.9 
A,THS_PER,NON_HRSTU,M,CY	: 	: 	: 	: 	: 	: 	4.6 	3.8 	3.7 	5.4 	5.5 	7.2 b	6.0 	5.7 	5.2 	8.9 b	10.3 	13.2 b	21.3 	27.8 	28.7 b	24.5 	19.1 	16.8 	12.0 	11.3 	11.8 	11.5 b	9.6 	8.9 	8.2 
A,THS_PER,NON_HRSTU,M,CZ	: 	: 	: 	: 	123.7 b	194.5 	198.9 	180.5 	156.9 	157.2 b	191.8 	178.0 b	159.9 	116.6 	95.7 	163.1 	177.1 b	157.5 b	164.3 	161.7 	136.7 b	112.6 	90.9 	61.8 	47.3 	45.9 	58.5 	59.8 b	46.4 	57.1 	56.8 
A,THS_PER,NON_HRSTU,M,DE	1277.1 	1231.3 	1472.1 b	1677.2 	: 	1542.8 	1365.1 	1421.1 	1630.4 	1880.0 	2072.9 	2247.6 b	2072.0 b	1736.9 	1503.1 	1630.7 	1440.3 b	1183.4 b	1086.1 b	1077.7 	1035.6 b	974.1 	871.4 	810.3 	744.8 	679.5 	780.5 b	706.8 b	633.1 	609.9 	654.3 
A,THS_PER,NON_HRSTU,M,DK	91.1 	67.2 	71.3 	58.2 	47.6 b	58.3 	48.4 	41.4 	49.8 	58.9 b	58.4 	52.6 b	39.2 	39.2 b	41.6 b	90.4 	106.5 	97.3 b	95.1 	83.0 	78.8 b	71.2 	61.0 b	61.1 b	57.1 	54.7 	61.2 	57.7 b	52.7 	60.1 b	74.6 
A,THS_PER,NON_HRSTU,M,EA21	: 	: 	: 	: 	: 	: 	: 	: 	5942.4 	6180.7 	6327.3 	6282.3 b	5761.6 	5164.4 	5405.5 	7324.7 	7716.5 	7662.1 b	8617.6 	9032.0 	8693.2 b	8062.5 	7342.4 	6586.6 	5816.9 	5275.7 	5336.2 	5228.5 b	4625.7 	4541.6 	4422.9 
A,THS_PER,NON_HRSTU,M,EE	: 	: 	: 	28.8 	32.5 b	39.4 	46.5 b	37.5 	33.6 	38.6 	35.2 	26.6 b	18.8 	16.7 	17.6 	51.9 	55.4 	38.6 b	32.1 	25.9 	22.5 b	19.2 	22.6 	18.7 	15.8 	11.7 	20.4 	19.7 b	17.3 	19.2 	24.2 
A,THS_PER,NON_HRSTU,M,EL	139.1 	143.4 	137.8 	142.2 	174.9 b	185.4 	182.9 	173.1 b	162.3 	150.5 	158.5 b	153.6 b	137.0 	124.0 	120.3 	169.7 b	242.5 	350.9 b	492.6 	546.8 	509.9 b	457.3 	427.0 	377.9 	327.2 	302.7 	276.3 	220.0 b	184.6 	169.8 	159.3 
